	GSM679849_17A.CEL	GSM679847_9A.CEL	GSM679848_13A.CEL	GSM679850_10B.CEL	GSM679862_13B.CEL	GSM679861_12A.CEL
214821_at	3.40387336773995	3.24991977167887	3.23405560455625	3.13369001901388	3.09646321580388	3.16780719304531
214822_at	3.86615420652895	4.25831488315018	4.2746059233247	4.29000160708867	4.09332287737149	4.42337520671301
214823_at	2.58923470145135	2.64693919782389	2.6031215719162	2.4725311625934	2.44485876926818	2.57726106048243
214824_at	4.03256255193269	3.95751386375963	3.84873395987214	3.82961628941074	3.81183478057264	3.92159459543222
214825_at	3.68259813559672	3.51389978431928	3.41491177745756	3.75370597171719	4.2987430594283	4.21302517001619
214826_at	3.16167353007984	3.19811959331133	2.99313639396719	3.13976977434552	2.91246890060607	3.03959300434176
214827_at	3.09596164867238	3.12484766740473	3.17762671532858	3.09376674563365	3.04028628983883	2.87191833141725
214828_s_at	6.00113876201815	6.0112493097677	6.07198907383746	6.24513521511858	5.74624451710352	5.69685460647793
214829_at	6.7566608197786	6.73153145876039	6.84526973886284	6.34011779288207	5.65967662565717	5.75304401397997
214830_at	7.74720124294878	8.19764053087	7.87158390409255	7.58287057450949	8.06597706031576	8.46163624837556
214831_at	6.2574155125629	6.27101753030379	6.30025839574585	6.07627884918415	5.85560100526427	5.75893250902413
214832_at	4.94286896248269	4.62762022577033	4.81464086862956	4.93113388959847	4.76940556358905	4.73997142516062
214833_at	5.26346804712773	5.34653253302091	4.72004779790523	5.13443965628394	5.94098629172135	6.01946201809114
214834_at	3.34056445273472	3.67836652528986	3.6625192296693	3.70490249139265	3.66024864281519	3.41708467504477
214835_s_at	6.12866645308086	6.31424305664726	6.38037050932533	5.7741188927393	6.61372824616971	6.67383921063297
214836_x_at	2.45779012050995	2.53388359262334	2.53889643601385	2.69350052222664	2.67765556032452	2.6031215719162
214837_at	2.64205685687027	2.80715018170926	2.66872413851227	2.74830836420795	2.54445893752937	2.5722430406167
214838_at	7.17592385125465	7.25060994035474	7.11368225457193	7.24644830434534	7.02699777693301	7.10666751702466
214839_at	4.80541515694883	4.6399873581917	4.6234969803654	4.56635486009341	4.63268156168929	4.69509555895511
214840_at	5.66819497220709	5.68717424041855	5.66073925389478	5.96371920949105	6.12592538890554	6.01697600403748
214841_at	2.99868747764118	3.03134473081986	2.91193374852703	3.18392925310783	3.32192617278659	3.20099849652826
214842_s_at	2.44172513913422	2.70064835359384	2.31182184732325	2.52998226603367	2.57539540161183	2.70598099862889
214843_s_at	9.36894190912116	9.54458912973828	9.46743942101902	9.66002986952503	9.09037814698033	8.83348519569951
214844_s_at	4.37212079612269	4.25048472487322	4.13499535415821	4.2987430594283	4.2308539972768	4.61336111290036
214845_s_at	9.15800022052172	9.17492999587047	9.20685159715943	9.62589147111622	10.4577377543783	10.2732196986042
214846_s_at	3.76904792200438	4.08936475002517	3.69503781006021	3.74756400106297	3.6754809382873	3.67460511570729
214847_s_at	4.8241470858798	4.60769515879642	4.4829981826098	4.77144424003997	4.58001287058191	4.49943331867098
214848_at	5.43540301899176	5.54221798523653	5.51459291441003	5.2952874228247	5.65630635219499	6.02302310338284
214849_at	6.92823544409726	6.86846323759191	6.80037889440865	7.54638012286539	7.15877024590539	6.53454189441724
214850_at	7.29138532961976	7.67684125850811	7.09824148370511	7.4353657675552	7.41065993467649	7.11523974227961
214851_at	4.35843400146588	4.62105549507471	4.40390362706251	4.35843400146588	4.02520137241676	4.35843400146588
214852_x_at	3.1275412231084	3.01694885104899	3.25708759532548	3.07391623310258	3.04665567042295	3.41065599875189
214853_s_at	11.4792430104904	11.4134280583373	11.4810245274829	11.3576092460877	12.0992580586342	12.1314068553602
214854_at	3.27024301208909	3.33198692100027	3.26861576324036	3.23567793491129	3.13727288286218	3.39083748012472
214855_s_at	7.64349107772166	8.04332491534296	7.71443490289649	7.56173353087868	6.95100174441146	7.31454626082057
214856_at	4.30192068215824	4.55996566899607	4.18725214034938	4.40780699149338	4.3394608477062	4.23928679867341
214857_at	5.57131671109997	6.14081928103001	5.79601160314386	5.86422862254208	5.13006960610476	4.83853809201671
214858_at	2.94799333312285	2.92879210345437	2.97668521956641	2.76538870347051	2.87948000730609	2.85731641338149
214859_at	4.11976237860358	4.21169779379037	4.14471614405929	4.00967863083672	4.11144445678501	4.03742419360307
214860_at	2.81437081001261	3.49731603967566	3.03140501969406	3.56426550289846	4.08496432361	4.02535607950423
214861_at	4.0313258679661	4.14842773896651	4.19250760375401	4.01590805115784	4.54933585672856	4.48665198016817
214862_x_at	6.50315934617315	6.55959392758217	6.34507071408295	6.05520141557729	6.38564943936371	6.15323208117098
214863_at	3.18446658763179	3.03806513987402	2.99545116543818	2.99545116543818	2.99283812210613	2.96549617415822
214864_s_at	9.32547614469446	9.32518155482018	9.3894498430647	9.23364574429677	9.59963834089829	9.44929291581706
214865_at	3.63634980625888	3.5754466286274	3.44795487845327	4.04402923171574	3.55261284869501	3.70236031729796
214866_at	6.01551530836232	5.91727287678776	5.94979267302375	5.92124615051535	7.50329717153509	7.65899677355331
214867_at	6.19388141262277	6.62259972448523	5.98716949982641	6.26469681197131	5.83135544813205	5.88681891124989
214868_at	2.47016064369059	2.38052916008694	2.55557630849077	2.31544756431982	2.35391694244243	2.5003974590291
214869_x_at	8.04047708825847	8.12751478685594	8.06158508882844	8.15711485427604	7.97784203507462	7.94191344653639
214870_x_at	9.55903251880066	9.96739286071871	9.62638852297158	9.4923873508215	9.69599327908074	10.1422347377525
214871_x_at	3.69237257227084	3.6917873391866	3.62499787229878	3.5477246848314	3.93774550616269	3.5408225030476
214872_at	3.59394933491147	3.72761959738908	3.67860521758968	3.61526961924174	3.64156102505723	3.71885579545058
214873_at	6.12433605538828	6.24031453818302	6.25927269316038	5.79209100004376	5.26889667974865	5.66523500570347
214874_at	5.16601106737434	5.17358924333603	5.49746330386694	4.90403219586669	3.49139552905096	3.47892706632695
214875_x_at	9.07843727271133	9.23240499425246	9.11110955692366	9.31544315504595	9.48910991113989	9.66742623591366
214876_s_at	6.6564619145777	7.00861548924057	6.86672138705839	6.49907635168287	6.47611395765333	6.88566172364652
214877_at	6.48542700338679	6.50942973400132	6.57000947439707	6.69223359429987	5.83375930162028	5.73866436577632
214878_at	3.20365386034187	3.12124959812377	3.13099350213514	3.55239363173823	3.20539381764205	3.12946229886639
214879_x_at	8.22553144425483	8.18864779494897	8.20572534976352	8.17569699957462	8.37965332412148	8.17534903377216
214880_x_at	4.55632446248475	4.32322694112778	4.82829211199686	4.82949004795462	4.8950024546684	5.17202605649198
214881_s_at	6.57137360199847	6.39276489453674	6.7156190093032	6.71621690929892	5.71663841745539	5.73961581671921
214882_s_at	11.2130433010915	11.0824720641879	11.1480104449545	11.1504138149586	10.2542115177363	10.4332454361808
214883_at	3.33236548322673	3.12216205351809	3.20828909861263	3.37016741829855	3.06600229481169	3.20560912811712
214884_at	3.13588984448629	2.90195603464883	3.07231066306571	3.23474444777106	2.99154576152857	2.80861572080724
214885_at	5.85979819527494	5.82295155269325	5.91962345047335	5.73864118746959	5.373418911293	5.28683737249954
214886_s_at	3.53747810914092	3.33236548322673	3.1202722417108	3.35210103112376	3.33099074946799	3.17491300920829
214887_at	2.38206970837553	2.16737466058028	2.43726915909928	2.45398314280891	2.4289420491638	2.31555101174111
214888_at	4.79696698148904	4.59839634634075	4.86977839240762	4.73718189384144	5.03503875697154	5.39576557647162
214889_at	3.71439799014517	3.94295341347263	3.68285187609304	3.77184988058176	3.82030696892976	3.92099441034232
214890_s_at	2.86586974929233	2.97615144919837	2.87240952879695	2.6043880963322	3.25698501931152	2.75921091921418
214891_at	5.16879100557237	5.05674503774073	5.3465338505181	5.25809540378474	5.19556060154266	5.31259547129749
214892_x_at	6.80653662008761	6.82552994834831	6.90370480838438	6.79467423714752	6.75554335551964	6.70534899515332
214893_x_at	5.47494607130442	5.58796623908061	5.7094561707773	5.85241920373431	5.35402187537798	5.72030468914364
214894_x_at	7.58393389911651	7.62858387467572	7.53367555682733	7.21454297775601	7.68218092143	8.29356385012711
214895_s_at	7.07424955279001	7.07904852346534	7.11379855491984	7.31076433720335	7.88397319758291	7.65712036233227
214896_at	4.3073619843771	4.39589863651291	4.38739400158642	4.34553916433518	4.36703612432305	4.42752241822465
214897_at	3.13383352989214	4.09445552476618	3.32606748080541	3.11509721683559	3.3849917153546	3.00358213413325
214898_x_at	4.52812527537957	4.42093173287902	4.60082770259197	4.54984030262159	4.56399541291444	4.57867579667982
214899_at	2.15461419458068	2.14493368795432	2.22758925648494	2.4810863895593	2.10883607542368	2.16223762704944
214900_at	5.54313844658836	5.80417137774653	5.28907332038639	5.96420759716881	5.77892000728071	5.48929742967691
214901_at	8.39107332157604	8.26919639281889	8.54267058441279	8.18169681049133	7.74285759108808	7.87553541187471
214902_x_at	6.94736497099109	7.25045644344743	6.76523412783913	6.70797263652206	6.97847534304021	6.97609237087494
214903_at	5.06750046646215	4.92497743717446	4.80070310509675	5.22764123158684	4.91669929913519	4.86888345465634
214904_at	3.05192471555499	3.21759114151451	3.01418984219831	3.33236548322673	3.21275506995334	3.40393179270756
214905_at	3.36992077105245	3.33927721322488	3.22627135179651	3.30022739788655	3.23041493638313	2.99374623141543
214906_x_at	4.21092685452037	4.36929942343904	3.82406928029505	4.34281667505719	4.46003307739937	4.20646168935195
214907_at	3.36884996652276	3.19846432675013	3.21076284254074	3.29494767226332	3.18205022778487	3.1270291901775
214908_s_at	7.20187958684127	7.50246699890567	7.23316319749243	7.35770136183535	7.3275646638246	7.16990295749242
214909_s_at	8.6247202151629	8.45368223090641	8.73808857533887	8.67652990833675	8.5899756223564	8.35276332520338
214910_s_at	5.70621534519336	5.90247411423485	5.55546347310417	5.87692643651681	5.43079917806258	5.10584992991882
214911_s_at	9.63360544597707	9.63334318241575	9.66141435921295	9.58869811633717	9.69170077977014	9.64247854968435
214912_at	3.9842376497933	5.3326340277997	3.75480864171054	3.94078169777887	3.66861153811079	3.40801718758076
214913_at	2.4191346946724	2.41386170801449	2.56370656970266	2.25084638926431	3.20773415723	4.12426802632766
214914_at	2.48338272059927	2.62810344233392	2.35031847557868	2.74969308959406	2.36455352703106	2.18293597513322
214915_at	5.07660531000124	5.66667298611247	4.93661036070508	5.51645513274605	5.2805491039138	4.72836864967031
214916_x_at	3.67855632370039	3.80621905356276	3.62703167927015	3.71707727097155	3.75516613406497	3.75469440913252
214917_at	6.4190109722916	7.1065870269354	6.48019991631365	6.35493344440644	6.04284182403139	6.65786055270452
214918_at	6.17039310869541	6.53861920372641	6.22978123947428	5.84971283794582	5.28411552678453	5.99758245840118
214919_s_at	7.28127066983406	7.2998947587192	7.37954736540973	7.14171174459777	7.25118002381913	7.37093375439554
214920_at	2.70292579313788	2.87039246039974	2.45980999971175	2.71287845118068	5.38971805204818	4.49292680832535
214921_at	2.75393225659086	2.52330698538112	2.75393225659086	2.90223109242222	2.91983922706003	2.75393225659086
214922_at	3.49731603967566	3.68902861343277	3.76031877092752	3.60402015811896	3.49638007954056	3.67927502799747
214923_at	4.46003307739937	4.68241480025799	4.40269434135753	4.49140407919944	4.18551650005158	4.08936475002517
214924_s_at	7.27458945209914	7.06719952627202	7.1595339739761	7.06753743276272	6.96263518068938	6.99411392555642
214925_s_at	6.11764486119161	6.23196926090507	5.99907000368415	5.94348005967767	6.07039881670961	6.31309829226005
214926_at	3.79413478910601	3.91291630105873	3.72693462749963	3.8386492023043	3.7707601401528	3.67543332707439
214927_at	3.90521283532473	3.61853306745117	3.60964365929161	3.61155547503892	5.41185979072024	4.6379432430249
214928_at	4.3162415968554	4.17436575886667	4.10988659386154	4.03620666184815	4.22143644365386	4.18875149990482
214929_s_at	4.30230644230654	4.55208431440757	4.13172152581682	4.52255522456259	4.05791088318186	4.09098050884792
214930_at	7.16576381754839	7.25533437020824	7.22868678285309	6.99694517185093	5.87836299784392	6.04378079944407
214931_s_at	7.03082257900672	7.21895032486592	7.12020083525263	7.06130011706914	6.86874257657653	6.4953123174102
214932_at	3.24775858953228	3.25923570995302	3.17046381913893	3.55462686661519	3.25923570995302	3.12785336949769
214933_at	5.18676404202852	6.02088760971265	5.35830888484186	5.52669745575398	5.33534709427482	5.58010575634848
214934_at	5.39004295554379	5.26586595473574	5.51393589800609	4.90173795297141	5.03464664400332	5.3044303384192
214935_at	3.25012700395845	3.31778675539697	3.21138245461264	3.36659045972384	2.95534953445499	3.14647193635627
214936_at	3.36226227222243	3.65125474489838	3.54044000408001	3.51180527457488	3.74300717804723	3.3772258198116
214937_x_at	10.1066272949555	10.3466590141756	10.1771433509844	9.92776149236049	9.65471805836764	9.88278499735651
214938_x_at	13.3164606803784	13.3890621445075	13.3188601310211	13.3109022872043	12.7603249215177	12.6705007530943
214939_x_at	4.89298847617183	5.26805525181099	5.08068788869235	5.45135621606654	5.21825037926434	5.15236467444056
214940_s_at	6.11604342481932	6.28534209499042	6.18914316637927	6.366525230477	6.74839582461009	6.59332006982922
214941_s_at	9.48670098902302	9.47097568152461	9.28959020407824	9.86642721056166	9.43354612104315	9.27587948474857
214942_at	3.74096181426479	3.34956315825346	3.49385722985253	4.01940850197867	2.6031215719162	3.04445824583869
214943_s_at	6.44590584216705	6.33409389749166	6.44905974189163	6.61216425030015	6.03867147900601	5.83216867813381
214944_at	4.80333386376348	4.83642789228973	4.82580992117628	4.60820256105266	4.52007153330616	4.63259716629799
214945_at	2.47119325756364	2.49352292101483	2.47016064369059	2.49272497227304	2.20164304364216	2.48886238737273
214946_x_at	8.87206768584429	8.8489358897666	8.86725939599956	8.86534847111646	8.92095020029755	8.93583199739825
214947_at	2.76522082864362	2.81472438664544	2.91202731385658	2.92654417111203	2.89058105365124	2.9545136519489
214948_s_at	9.80252527103071	9.83926775321428	9.9032522401857	9.47439573225557	9.40036207354109	9.53420139240729
214949_at	9.53887584213146	9.6859374003519	9.55521724681642	9.49936188029593	9.15471502080538	9.33635780677376
214950_at	5.06085401762596	5.1493500723174	4.8584377006863	5.00117683474635	4.85521091600629	4.81567536550775
214951_at	3.73837178429466	4.15268797075309	4.16797189597142	4.12615257028775	4.24540986005114	4.57462211130864
214952_at	2.96549617415822	2.89866507955129	2.85808426102312	2.77045046192992	3.14129725393999	3.05815246492942
214953_s_at	10.7944002849363	10.5528775815636	10.33985818032	10.2802109682734	10.6617680067356	10.5436533055015
214954_at	4.40805617815298	3.46906891772839	4.56206233435866	4.44193020192111	6.47254624121008	6.62604035198533
214955_at	5.31082559983767	5.21346255533713	4.93003877978844	5.41004692282535	5.24387682081449	5.38099573407593
214956_at	2.98705852686936	3.04162194443343	2.96508750772891	2.85717771746169	2.67779417115873	2.80202978144725
214957_at	4.88145746293776	4.70032949245178	5.01263706835303	5.07794551141658	4.34904682297122	4.36467368463048
214958_s_at	5.13025888005764	5.33155109776532	5.20517696949436	5.26785790931757	5.69529284506175	5.15023960284573
214959_s_at	8.53922171538386	8.54148390642949	8.50871966495736	8.75896598717858	8.3006432788834	8.15851581761429
214960_at	9.68929234384836	9.54136929375832	9.67122650980741	9.29733917296496	8.88147330913929	9.00961527381487
214961_at	2.53991038999715	2.94741591681652	2.6722196309794	3.07538898654763	3.67146829791954	2.94741591681652
214962_s_at	7.51425082495739	7.65842850263632	7.60069015881	7.85658112873178	6.88518815198931	6.81179810119864
214963_at	7.85351174189034	7.69185989032469	8.05477467043155	8.09060777180578	6.64769841353923	6.82965500405814
214964_at	5.75321845747385	6.30269242722521	5.65419598598757	5.55713290934748	5.71461348397995	6.00103676447861
214965_at	7.43098536850719	7.6878908117223	7.46741916624254	7.68875970036382	7.25904872457347	7.22594723634981
214966_at	4.51586020629459	4.10326476227582	4.01706458880688	4.20100711236546	3.89110769160462	4.01706458880688
214967_at	4.37951852138568	3.87572547770842	3.83576169102926	3.78042469181911	3.8242401242275	3.76817979393163
214968_at	5.77961025098215	5.74472969336529	6.03130459929641	6.07740100528676	5.5597638447095	5.26574069492995
214969_at	4.49886181572892	4.20447439630876	4.6641417433655	4.74060854108759	4.60315091698258	4.49981145802116
214970_s_at	2.99589666591976	2.96249380527105	2.91023086939942	3.1149913109505	3.08814015458575	3.01210574087327
214971_s_at	3.96875430961708	4.25942749136033	4.00387873267628	4.58330472007663	4.35303052045524	4.04305106790307
214972_at	4.88762202232328	5.47112873410643	4.82115708754542	4.93584384254875	5.49039930637418	5.81595513326154
214973_x_at	4.44660468806272	4.16266644699353	4.49183333491667	4.46866289661604	4.18670706741434	4.47008639422022
214974_x_at	2.44153679019229	2.28134990256898	2.19630672078994	2.32621332272318	2.6031215719162	2.29564739095019
214975_s_at	5.78733445983194	6.04921083357503	5.91959783842659	6.52912470510683	5.47316486921903	5.3116430282337
214976_at	5.83659141034197	6.10259532674781	6.00580742614913	5.82547807815913	5.22053392085836	5.58489617229214
214977_at	3.4980636227756	3.49558057751399	3.45219486506661	3.41710283275616	3.1034299407048	3.1811570333833
214978_s_at	3.54340287185361	3.64196859226176	3.64459502207129	3.43521671266816	3.50689349841637	3.40706145116921
214979_at	3.40834285379023	3.33236548322673	3.60164322043858	3.74316959452603	3.77933582143469	3.48481333879235
214980_at	4.91875692283716	5.2352744413241	4.90260037806625	5.03599146999096	4.91262830847313	4.98421066319306
214981_at	2.7208234749301	2.48776770193385	2.57747742045966	2.79602502639702	3.40556119147499	4.10165513101308
214982_at	3.96153412876897	4.16748818050374	4.02015507588983	4.07677030181267	3.49529881686605	3.75226638397191
214983_at	2.43387048912115	2.44279810601739	2.55641388146172	2.66156473718878	2.47841894333501	2.34566218590341
214984_at	2.7951978569858	2.63895939438612	2.83953420790923	2.82544527299571	2.56881704280628	2.51975597407702
214985_at	3.04722719786706	3.2349999604681	3.33350363540667	3.33236548322673	3.41805822699898	3.14064487709703
214986_x_at	6.73637087530969	6.82604105123955	6.75404290986555	6.83563427747556	6.82668175173288	6.82378827213726
214987_at	5.29858657697236	5.29359627869743	5.19728625774512	5.1628819147507	5.58161577272358	5.35907162995423
214988_s_at	10.2810081347703	10.4870601203546	10.316530282533	10.1177729652948	10.2120488048038	10.4075510460528
214989_x_at	6.05271375605526	6.13558357771915	5.94736045408456	5.89897621720899	6.16050580551383	6.14406621419719
214990_at	4.05808219913669	3.96155904498216	3.96603446122995	4.15115510342079	4.1051279028457	4.00178475163312
214991_s_at	6.26539851472497	6.49612160288157	6.28106012834937	6.59745308244952	6.30277401747527	6.13978585386258
214992_s_at	5.98615368922329	6.06444222158279	5.91834522029263	6.27488304710477	6.35465325003121	5.86046653702094
214993_at	3.18835337474708	3.13884146912236	3.00199450318269	3.33580714257555	3.04606986656085	3.10776050321817
214994_at	4.90161441682065	4.99623976994923	5.03464664400332	4.86387888986473	4.86356789363309	5.02850503517695
214995_s_at	4.78588468468273	4.82718905352549	4.70637724969195	4.70637724969195	6.00332067772045	5.45810201778872
214996_at	5.04284008922024	6.30312266811644	4.98268135760717	5.22369073173484	4.52519457611847	4.83283827529263
214997_at	4.69489622468297	5.17999267225238	4.96175611569069	5.05968953266957	4.52951277350112	4.62977948103697
214998_at	2.47016064369059	2.75910141691637	2.65852669044829	2.62646649582889	2.55555879770451	2.7304300282862
214999_s_at	5.73064033983703	5.85969210990046	5.83126026653685	5.75687198509111	5.15705006139749	4.97329167498318
215000_s_at	11.0085290670401	10.537520968467	11.0595723549082	11.0500272717997	10.7951481070629	11.0045014607279
215001_s_at	10.9753189551105	10.839644138715	10.9537550434358	10.7110969667757	10.813878973231	10.8471994725221
215002_at	2.75393225659086	2.94870228421275	2.75896754616427	2.62167277088346	2.75045462249448	2.75896754616427
215003_at	4.31309598670919	4.26705989104929	4.25568370934622	4.19967939314719	4.38955870380364	4.21409090720621
215004_s_at	6.90757064870155	6.75327554353264	6.84256000753621	7.15301888408643	6.61421260441311	6.64769841353923
215005_at	5.59016072558755	5.37606223937559	5.48266233922364	5.56275300123767	5.43282789454343	5.56288842000102
215006_at	7.00674695521666	7.77324919432745	6.74056797849917	6.89184922317007	6.35976894475433	6.48292697607834
215008_at	2.47016064369059	2.37250172422389	2.49378824018662	2.52876357446137	2.38372310126059	2.38551539556544
215009_s_at	7.93312451446466	7.74856614108998	8.02670341369783	8.24047340000732	7.39242858026014	7.70103262083162
215010_s_at	3.56354751742549	3.33461968583244	3.48740943199335	3.50095223035353	3.45562408205893	3.34590394518671
215011_at	7.19230857229454	7.23993419348312	7.32752333151987	6.72716937881134	5.3333607472138	6.37579163157811
215012_at	7.19495685290967	7.66815657147374	7.01606551828556	6.84716858160938	7.65176934993118	7.4664206996022
215013_s_at	5.20545104897551	5.39440164679708	5.01161288201328	5.12939551324448	5.12997947399413	5.23912379406134
215014_at	2.26097576046365	2.2416093909714	2.23221264597861	2.35208551792726	2.17513539656631	2.18744754629093
215015_at	5.84649836000306	5.86046653702094	5.71501909391193	5.84426644093443	5.72155533629699	5.60868283946853
215016_x_at	8.84401060533398	8.78476906234622	8.86149065607258	8.26836755989284	10.2556951030154	10.7954455057141
215017_s_at	9.76852575164198	9.74131895078355	9.77229039343416	9.57077811546605	9.38540356518281	9.28312697322353
215018_at	5.05588117882289	5.42981475332282	4.78136085658921	4.58902474980216	4.40617761096034	4.82453044394964
215019_x_at	4.61097150775814	4.36204297538818	4.34353598586852	4.44705827482743	4.21223586840746	4.54858114975089
215020_at	3.17629301298072	2.90540318653815	3.0862124993702	3.40250429396684	3.19125982650601	2.80270039311355
215021_s_at	3.98360814538245	3.81017909967083	3.60215940976874	3.89246629997582	3.78582992505224	3.69027387963624
215022_x_at	5.70321191159402	5.67066119618509	5.99398830565832	5.73356020982984	5.77961025098215	5.72159008542095
215023_s_at	5.73217691149515	5.83492305177115	5.8649315844013	5.68846735745185	5.62949074051222	5.50057820355
215024_at	6.57137360199847	6.97077710433502	6.52357591410402	6.61510121590443	6.65419094207248	6.80240602077221
215025_at	3.65780925252948	3.62668432347706	3.54941324047461	3.66450283952485	3.58455771971518	3.62551647382631
215026_x_at	5.41364436969091	5.11878667095163	4.8971915511666	5.51501280105235	5.2285723359422	5.19141420709227
215027_at	4.32180030589613	4.51078647081147	4.18462424502551	4.4350190057532	4.47726970745958	4.31337796163666
215028_at	4.88862369753401	5.95314116045525	5.12166501709636	4.36405131530422	6.62470833042494	6.2769549176721
215029_at	5.6989406658303	6.09851294170481	6.02579589202161	5.63605833246283	5.6961351331644	6.12435684442418
215030_at	6.8799545117565	6.73107201693363	6.9225205503586	7.05030354278679	5.62099653010363	5.94611100955147
215031_x_at	7.76808297778229	7.69731603600063	7.90667092962622	8.08279167894337	7.26436355749369	7.57854689894048
215032_at	5.9466919692241	6.67854161012375	5.80578730289966	5.90126944383528	5.66452427479861	5.74864047730275
215033_at	2.79276574369524	2.82722816645759	2.77559099695113	2.86400013837756	2.66487070285342	2.72184138141392
215034_s_at	2.75393225659086	2.83395359264781	2.91023086939942	2.78024255246866	5.57438541512236	6.0184645736974
215035_at	3.36032702611323	3.36503333005446	3.50986609002094	3.40250429396684	3.4005877956357	3.33236548322673
215036_at	4.07143717832705	4.14077950207484	3.78702746879979	3.97960377373835	3.86496850137557	4.20173192901284
215037_s_at	4.16003926891644	3.88929147599341	4.52309011468006	5.054765400925	4.35566581533014	4.60751223021598
215038_s_at	6.0567665736838	6.36136646984646	6.28524978836756	6.09994762226967	6.15094154230272	6.18258911579775
215039_at	2.99962941009358	2.9014430083923	3.11638895451125	3.22403541558478	3.29056886198795	3.12597147258827
215040_at	5.67118214384961	5.81009902072403	5.71551069185377	5.71051649714053	5.49021697544803	5.55009711651395
215041_s_at	3.36586265978749	3.08701165114202	3.11608327240298	3.23073077257327	3.24682146430706	2.96549617415822
215042_at	3.73789380971972	3.43624016312277	3.31942179778929	3.62774381238638	3.5216553727854	3.80225309921596
215043_s_at	8.66858834151236	8.61192544111592	8.64301441160906	8.72877510100489	7.3194663647292	6.70409327449243
215044_s_at	6.9674746667326	7.03010979966141	7.01231660206972	6.81135704382709	7.23565329773637	7.03589679099388
215045_at	3.07331370623834	3.24991977167887	3.24991977167887	3.34340654864411	3.26527063255536	3.29231536087708
215046_at	4.53219460985822	5.13937470371397	4.79429207368111	4.74949902963702	5.93492032087848	5.60993875002266
215047_at	2.09718203676432	2.10587582060615	2.03120322136361	2.18201390603828	2.15273500268386	2.09718203676432
215048_at	3.59696451971974	3.63302136907298	3.61098730684206	3.5593011289893	3.59512998430908	3.50807838876958
215049_x_at	3.37681207743747	3.02839088133893	2.97526944266282	3.33236548322673	3.20238764745327	3.12752487645803
215050_x_at	5.40906158374004	5.47677501302259	5.39795008076862	5.51458253849407	5.95246691998708	5.66116519767514
215051_x_at	4.45243671840111	4.31372132756442	4.34633969375236	4.73526588747245	4.55927475406167	4.43907192948122
215052_at	3.76053062905207	3.67408310484676	3.45046154177084	3.65715384677156	3.65096495601667	3.63450609418267
215053_at	4.47659909687168	4.50436573098398	4.4159704826168	4.44032082422841	4.19000029483168	4.07898643871263
215054_at	7.06818696302666	7.20717715840766	7.1776900439192	7.38050111588918	7.51954004354786	7.34157527299859
215055_at	4.63719148240606	4.27838362132731	4.36467368463048	4.5426257823608	4.59135801693327	4.49693947732167
215056_at	2.8979126945263	3.07745119647394	2.97229951338172	2.93924166208632	2.81621830451977	2.80285882419352
215057_at	3.99930271612354	3.91871620898306	3.75762183410561	3.79092781574094	3.7191569178041	3.96120294928491
215058_at	4.24819663926679	4.52289223552789	4.63270489993492	4.61790891582615	5.92670573442279	5.48994956808719
215059_at	2.70904220571536	2.50223041485343	2.56752967131084	2.86970309365178	2.97893670423436	2.66397934150404
215060_at	3.33829937715472	3.22633318967578	3.1878517112497	3.53321834795754	3.3197453635672	3.14208186497652
215061_at	3.8706836445107	3.89146096143491	3.82094474982098	3.82711579588876	3.93314838678684	3.64872478926619
215062_at	4.13650133083678	5.13905005113711	3.64856079142225	3.60540661847128	5.07657562097803	4.14833635377406
215063_x_at	5.83454340626104	6.30560598919356	5.72546236277912	5.91351207897533	5.73744675538409	5.90528697566567
215064_at	4.74973088379015	4.42002302172045	4.71101278302071	4.74000271944337	4.88702070920316	4.54316524738174
215065_at	2.40863078738032	2.57271131088706	2.27462481559049	2.56605621851564	2.6031215719162	2.54230104985793
215066_at	5.32203006508443	5.45641354031281	5.51796766784579	5.16347885829959	4.62280818588292	5.14544966487778
215067_x_at	6.72624742071852	7.14776856253741	6.58164296087633	6.5471997777527	6.5458656024108	6.70515544874926
215068_s_at	6.58911021526672	6.44404032677786	6.64825760249879	6.59997666072873	6.51814057300808	6.51201630864795
215069_at	4.05464262391109	3.91549326769735	3.98940391996239	4.34229032895462	3.76673495793163	4.19646425545184
215070_x_at	5.09204086131482	5.33370602351315	5.18875150168128	5.22217987093574	5.11556061541219	5.21346255533713
215071_s_at	7.09331871781659	7.98546254242601	7.23566880831111	8.50753042952223	7.1721433462686	6.69108068571685
215072_x_at	5.37300746329141	5.68624901554108	5.48142828870922	5.52531142166988	4.83804333374221	4.73263147471656
215073_s_at	9.04792153721717	9.29706315982496	9.05919124621074	9.05991146936878	8.55049233132932	8.73215963837558
215074_at	3.16780719304531	2.94672868410861	3.06556706343387	2.75393225659086	3.26505771152996	3.22477539494269
215075_s_at	8.13527697136823	7.9512086731735	8.13177049333867	8.30409368583273	8.07396773544197	8.11332976024647
215076_s_at	11.9413953668084	11.4483038390848	12.0249602844504	11.872348345911	13.4304891148174	13.5022091351624
215077_at	3.43342221993106	3.26458911373364	3.4568958071096	3.48470763710122	4.18875497003805	4.33696025036581
215078_at	2.46974075337047	2.59773695616938	2.68535757986988	2.58048172054703	2.85954879165431	2.48148052779966
215079_at	2.5375841103814	2.61085859115113	2.87826008818725	2.52187643218018	2.77567652274524	2.63608896712309
215080_s_at	2.84200163663967	3.06201922886441	2.78697890772488	2.82949355384579	2.84145059132637	2.68987654766151
